age,gender,course,semester,study_hours,sleep_hours,assignment_pressure,exam_pressure,attendance_stress,screen_time_hours,stress_level,anxiety_level,exercise_frequency,socializing_frequency,emotionally_exhausted,lost_motivation,support_level,mentally_drained_frequency,difficulty_concentrating,weekly_journal,burnout_risk
18,Male,BTech,2,7.4,3.8,10,9,9,7.7,9,10,1-2 times/week,Rarely,Yes,Sometimes,2,Rarely,Sometimes,I'm exhausted and can't focus. Everything feels too much right now.,High
18,Female,BCA,6,11.2,3.4,8,10,7,5.4,10,8,1-2 times/week,Rarely,Yes,Sometimes,4,Often,Yes,Constant pressure is making me anxious and mentally drained this week.,High
18,Male,BSc,5,10.3,4.9,8,9,9,4.9,7,9,1-2 times/week,Rarely,Yes,Yes,1,Often,Yes,Constant pressure is making me anxious and mentally drained this week.,High
19,Prefer not to say,BSc,6,7.6,3.0,9,9,6,6.3,8,8,Never,Sometimes,Sometimes,Sometimes,5,Often,Yes,I feel like quitting. The workload is unsustainable and I feel empty.,High
18,Male,BTech,4,7.7,3.2,9,9,8,6.2,8,10,Daily,Sometimes,Sometimes,Yes,1,Often,Sometimes,Constant pressure is making me anxious and mentally drained this week.,High
21,Male,BTech,3,10.3,3.4,10,7,9,7.5,10,9,1-2 times/week,Sometimes,Yes,Yes,4,Always,Yes,Constant pressure is making me anxious and mentally drained this week.,High
20,Male,BCA,3,9.4,4.8,10,7,9,6.9,10,9,Daily,Rarely,Yes,Yes,2,Always,Yes,Mentally drained every single day. Can't find motivation to study.,High
19,Female,BTech,2,7.8,5.9,10,9,9,7.4,10,9,1-2 times/week,Rarely,Yes,Sometimes,4,Often,No,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
19,Female,BSc,6,10.1,5.8,9,8,7,5.5,8,7,Never,Never,Yes,No,2,Always,Yes,Constant pressure is making me anxious and mentally drained this week.,High
20,Male,BTech,3,9.3,4.1,7,7,6,5.5,8,9,1-2 times/week,Rarely,Yes,Yes,1,Always,Sometimes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
20,Female,BCA,4,8.5,3.5,10,8,9,7.4,9,8,Never,Sometimes,Yes,Sometimes,3,Sometimes,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
21,Female,BSc,1,9.0,3.9,10,9,8,5.6,10,7,Never,Often,Sometimes,Sometimes,4,Sometimes,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
21,Male,BTech,7,11.4,5.9,7,8,9,3.2,8,9,1-2 times/week,Sometimes,Sometimes,Sometimes,1,Sometimes,Sometimes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
18,Male,BCom,5,8.4,3.4,9,8,9,3.1,10,8,Never,Rarely,Yes,Sometimes,2,Often,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
20,Male,BSc,4,11.7,4.4,9,7,10,5.5,10,9,1-2 times/week,Sometimes,Yes,Sometimes,1,Never,Sometimes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
22,Female,BTech,3,10.3,3.2,7,9,8,4.1,10,7,Never,Never,Yes,Yes,3,Always,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
20,Male,BCA,3,11.4,4.7,7,7,6,8.5,9,8,3-5 times/week,Often,Yes,Yes,2,Always,Sometimes,I'm exhausted and can't focus. Everything feels too much right now.,High
18,Male,BTech,2,10.8,5.0,10,7,8,7.1,7,9,Never,Often,Yes,Yes,3,Never,Sometimes,Constant pressure is making me anxious and mentally drained this week.,High
19,Male,BTech,6,11.9,3.1,8,10,10,4.4,7,10,Never,Sometimes,Sometimes,Yes,2,Often,Sometimes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
22,Female,BSc,7,8.2,5.6,8,7,9,5.9,7,9,1-2 times/week,Sometimes,Yes,Yes,4,Always,Yes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
21,Prefer not to say,BTech,2,10.3,4.4,8,7,9,9.0,10,10,1-2 times/week,Rarely,Yes,Yes,5,Often,Yes,I feel like quitting. The workload is unsustainable and I feel empty.,High
22,Male,BTech,3,9.1,4.1,9,8,6,6.9,9,9,Never,Rarely,Yes,Sometimes,3,Often,Sometimes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
22,Female,BSc,8,7.7,4.3,10,7,10,3.4,10,7,Never,Rarely,Yes,No,5,Always,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
20,Prefer not to say,BTech,8,7.2,5.1,10,7,10,4.5,7,10,Never,Rarely,Yes,Sometimes,2,Often,Sometimes,I feel like quitting. The workload is unsustainable and I feel empty.,High
19,Male,BTech,8,8.2,3.9,7,7,10,5.6,10,7,Never,Never,Yes,Yes,4,Often,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
23,Female,BCA,5,11.0,5.8,10,9,8,6.3,7,9,1-2 times/week,Sometimes,Sometimes,Sometimes,4,Always,Sometimes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
18,Male,BTech,5,8.0,4.2,7,8,9,7.5,10,9,Never,Rarely,Yes,No,5,Always,Yes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
24,Female,BSc,4,7.3,3.5,7,7,7,6.5,8,9,1-2 times/week,Rarely,Yes,Sometimes,5,Sometimes,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
22,Prefer not to say,BCA,7,10.8,3.4,9,8,9,5.3,9,7,Never,Rarely,Yes,Yes,4,Often,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
22,Prefer not to say,BCom,4,7.7,5.1,9,8,10,5.0,9,7,1-2 times/week,Rarely,Yes,Yes,4,Always,Sometimes,Mentally drained every single day. Can't find motivation to study.,High
22,Female,BSc,4,8.4,5.3,9,7,10,7.2,9,10,1-2 times/week,Rarely,Sometimes,Yes,3,Always,Yes,I feel like quitting. The workload is unsustainable and I feel empty.,High
21,Male,BSc,1,7.9,5.2,7,9,6,5.8,7,10,3-5 times/week,Sometimes,Yes,Sometimes,5,Always,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
18,Male,BTech,3,10.4,4.9,10,9,8,6.8,7,7,Never,Often,Yes,No,4,Often,No,Constant pressure is making me anxious and mentally drained this week.,High
20,Male,BTech,6,9.3,3.1,10,7,6,3.8,10,9,Never,Never,Sometimes,Sometimes,5,Often,Yes,Mentally drained every single day. Can't find motivation to study.,High
23,Male,BTech,7,8.6,4.8,9,7,10,4.6,10,10,Never,Sometimes,Yes,Sometimes,2,Never,No,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
18,Female,BTech,6,11.4,5.2,9,7,6,3.7,10,7,Never,Rarely,Yes,Sometimes,1,Always,No,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
18,Male,BSc,6,8.7,4.3,9,7,7,8.3,8,9,1-2 times/week,Never,Yes,Yes,2,Always,Sometimes,I'm exhausted and can't focus. Everything feels too much right now.,High
23,Female,BCom,3,8.3,4.6,7,9,9,8.7,10,9,Never,Often,Yes,No,1,Sometimes,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
20,Male,BCA,3,11.5,4.5,7,8,7,8.0,8,10,1-2 times/week,Often,Yes,Sometimes,3,Often,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
22,Prefer not to say,BTech,5,7.6,3.5,7,9,10,8.2,10,9,3-5 times/week,Never,Yes,Sometimes,2,Often,Yes,I feel like quitting. The workload is unsustainable and I feel empty.,High
24,Female,BCom,6,9.7,3.5,9,8,7,4.2,7,7,3-5 times/week,Sometimes,Yes,Sometimes,5,Often,Sometimes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
19,Male,BCom,7,11.8,4.1,9,10,10,8.1,9,7,1-2 times/week,Sometimes,Sometimes,Yes,5,Often,Sometimes,I'm exhausted and can't focus. Everything feels too much right now.,High
19,Male,BTech,8,11.6,4.9,8,8,9,6.3,10,7,Never,Often,Sometimes,Sometimes,4,Often,Sometimes,I feel like quitting. The workload is unsustainable and I feel empty.,High
20,Female,BTech,2,9.4,4.1,8,9,10,5.1,9,10,Never,Sometimes,Yes,Yes,5,Often,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
22,Female,BTech,8,9.4,3.4,7,10,6,3.7,8,10,1-2 times/week,Sometimes,Yes,Yes,5,Often,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
19,Male,BCom,1,11.5,3.3,10,8,8,7.4,10,9,3-5 times/week,Never,Yes,Yes,5,Always,Yes,Mentally drained every single day. Can't find motivation to study.,High
19,Female,BSc,1,11.5,4.7,7,10,6,4.9,9,9,3-5 times/week,Sometimes,No,Sometimes,4,Always,Sometimes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
21,Male,BCA,2,9.9,4.4,8,10,9,4.1,7,8,1-2 times/week,Rarely,Yes,Sometimes,5,Often,Yes,Constant pressure is making me anxious and mentally drained this week.,High
24,Female,BTech,1,10.5,3.8,8,10,7,6.1,10,10,Never,Never,Yes,Yes,1,Always,Sometimes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
22,Female,BSc,2,11.3,4.3,9,8,9,6.9,8,7,3-5 times/week,Never,Yes,Sometimes,5,Often,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
22,Male,BSc,3,8.4,5.5,7,9,10,6.2,9,9,Never,Rarely,Yes,Yes,3,Always,No,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
21,Male,BTech,6,9.6,3.8,7,8,7,3.6,9,8,3-5 times/week,Rarely,Yes,Yes,2,Often,Sometimes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
19,Female,BCA,3,9.4,3.1,10,7,7,6.2,9,10,1-2 times/week,Rarely,Sometimes,Yes,5,Often,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
18,Female,BSc,6,11.7,5.8,9,7,6,7.3,8,8,3-5 times/week,Rarely,Sometimes,Yes,1,Often,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
20,Male,BTech,1,9.1,3.2,7,10,9,4.4,9,8,1-2 times/week,Sometimes,Yes,Sometimes,3,Always,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
20,Male,BSc,1,11.2,3.8,7,7,7,6.7,9,8,Never,Sometimes,Yes,Sometimes,4,Sometimes,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
20,Female,BTech,2,10.2,4.4,9,8,8,4.7,7,10,3-5 times/week,Never,Yes,No,5,Sometimes,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
18,Male,BCA,7,7.5,3.0,10,8,10,8.2,10,8,Never,Rarely,Sometimes,Yes,4,Always,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
22,Male,BTech,8,11.5,5.3,10,9,9,7.5,7,10,Never,Sometimes,Yes,Yes,5,Sometimes,No,I feel like quitting. The workload is unsustainable and I feel empty.,High
22,Male,BTech,4,11.2,5.4,8,7,9,5.7,7,10,3-5 times/week,Never,Yes,No,4,Always,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
19,Prefer not to say,BTech,8,10.1,5.8,9,8,8,7.8,8,9,Never,Rarely,Yes,Yes,4,Always,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
21,Male,BTech,1,11.3,3.5,9,8,6,5.0,7,8,Never,Sometimes,Yes,Sometimes,2,Always,Yes,Mentally drained every single day. Can't find motivation to study.,High
23,Male,BCom,6,11.4,3.5,7,8,9,7.2,7,10,1-2 times/week,Never,Sometimes,Sometimes,3,Often,Sometimes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
21,Male,BCA,3,9.3,4.4,10,8,9,7.5,7,8,3-5 times/week,Often,Yes,Yes,5,Often,Sometimes,Constant pressure is making me anxious and mentally drained this week.,High
20,Male,BCom,7,9.5,5.5,9,8,10,4.2,8,10,Never,Sometimes,Yes,Yes,4,Rarely,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
19,Male,BCA,7,11.5,4.4,8,9,9,7.2,7,10,Never,Often,Yes,Sometimes,1,Never,Sometimes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
22,Male,BTech,1,7.6,4.8,8,7,8,6.2,8,10,Never,Often,Sometimes,Yes,5,Always,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
23,Male,BCA,5,7.7,4.7,8,7,10,7.9,7,7,1-2 times/week,Sometimes,Yes,Yes,1,Often,Yes,Constant pressure is making me anxious and mentally drained this week.,High
23,Male,BCom,3,8.3,4.0,7,7,10,7.9,9,10,Never,Rarely,No,Yes,1,Never,Yes,Constant pressure is making me anxious and mentally drained this week.,High
23,Female,BTech,6,9.7,4.6,10,10,10,3.3,7,7,Never,Sometimes,Yes,Yes,5,Often,No,I feel like quitting. The workload is unsustainable and I feel empty.,High
19,Male,BCA,4,8.2,3.1,10,7,8,6.5,9,7,3-5 times/week,Rarely,Yes,Yes,3,Never,Sometimes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
21,Male,BCom,2,10.3,5.6,8,10,7,5.2,8,10,1-2 times/week,Rarely,Sometimes,Yes,3,Always,Yes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
19,Female,BSc,4,8.2,3.3,9,10,6,5.1,7,9,1-2 times/week,Rarely,Yes,Yes,4,Often,Sometimes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
20,Female,BSc,1,10.6,4.8,9,9,7,3.4,8,7,1-2 times/week,Rarely,Sometimes,Yes,2,Often,Yes,Mentally drained every single day. Can't find motivation to study.,High
19,Male,BCA,5,9.7,3.4,9,10,6,4.6,9,7,1-2 times/week,Never,Yes,Yes,4,Always,Yes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
19,Male,BSc,8,9.5,5.3,10,8,10,5.2,7,10,Never,Never,Sometimes,Yes,4,Sometimes,Yes,Constant pressure is making me anxious and mentally drained this week.,High
24,Prefer not to say,BSc,5,10.5,6.0,7,7,10,6.4,7,10,1-2 times/week,Rarely,Yes,Sometimes,3,Often,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
21,Prefer not to say,BCA,2,9.2,3.1,7,9,10,4.9,7,9,1-2 times/week,Rarely,Yes,Yes,1,Often,Yes,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
20,Prefer not to say,BSc,1,11.2,4.7,10,7,7,6.2,9,8,1-2 times/week,Never,Yes,Yes,2,Sometimes,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
21,Male,BTech,2,11.4,4.6,7,10,8,8.5,10,7,Never,Sometimes,Yes,Yes,5,Rarely,Yes,Constant pressure is making me anxious and mentally drained this week.,High
22,Prefer not to say,BSc,2,9.5,4.7,10,7,10,4.0,9,10,1-2 times/week,Sometimes,Yes,Sometimes,2,Rarely,Yes,I feel like quitting. The workload is unsustainable and I feel empty.,High
18,Male,BTech,7,10.2,4.9,9,9,9,8.9,7,9,Never,Never,Yes,Sometimes,4,Often,Sometimes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
20,Prefer not to say,BTech,5,7.3,5.9,7,9,7,7.0,8,7,1-2 times/week,Sometimes,Yes,Yes,5,Sometimes,Sometimes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
23,Female,BCom,8,11.9,4.5,8,8,8,7.9,8,8,Never,Sometimes,Sometimes,Yes,5,Always,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
21,Female,BCA,2,8.7,4.6,9,8,7,7.5,8,10,3-5 times/week,Rarely,Yes,No,1,Always,Yes,Constant pressure is making me anxious and mentally drained this week.,High
19,Female,BSc,1,8.4,6.0,7,8,10,7.4,9,10,1-2 times/week,Sometimes,Sometimes,Yes,4,Sometimes,Sometimes,Severe anxiety before exams. I've been skipping meals and losing sleep.,High
19,Male,BCA,5,11.1,4.7,8,7,7,3.4,8,9,3-5 times/week,Sometimes,Yes,No,4,Often,Yes,I feel like quitting. The workload is unsustainable and I feel empty.,High
18,Male,BCA,6,10.9,3.7,10,10,10,8.5,7,10,Never,Sometimes,Yes,No,3,Often,Yes,Constant pressure is making me anxious and mentally drained this week.,High
20,Female,BTech,3,7.8,3.0,8,9,6,5.1,9,9,Never,Often,Yes,Sometimes,5,Always,Yes,I feel like quitting. The workload is unsustainable and I feel empty.,High
21,Male,BCA,8,10.4,3.9,10,9,9,3.9,7,10,Never,Sometimes,Yes,Yes,3,Always,Sometimes,I'm exhausted and can't focus. Everything feels too much right now.,High
19,Male,BTech,2,10.4,5.0,9,9,10,3.2,7,7,3-5 times/week,Sometimes,Sometimes,No,5,Sometimes,Yes,I'm exhausted and can't focus. Everything feels too much right now.,High
18,Female,BTech,3,11.0,3.3,9,9,10,7.9,10,10,1-2 times/week,Rarely,Yes,Sometimes,2,Always,No,"I feel overwhelmed with assignments and exams, not sleeping well at all.",High
19,Male,BTech,1,7.0,3.5,7,9,7,3.2,7,10,1-2 times/week,Never,Sometimes,Yes,3,Often,Sometimes,I feel like quitting. The workload is unsustainable and I feel empty.,High
19,Male,BCom,2,7.0,5.4,7,10,6,8.8,7,10,1-2 times/week,Sometimes,Yes,No,1,Rarely,Sometimes,Crying from stress multiple times this week. Cannot cope with the pressure.,High
18,Male,BTech,2,11.9,4.9,7,9,10,8.4,9,9,Never,Never,Yes,Sometimes,4,Always,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
21,Female,BTech,8,7.9,4.1,7,8,8,9.0,8,7,3-5 times/week,Rarely,Sometimes,Sometimes,2,Always,Sometimes,I'm exhausted and can't focus. Everything feels too much right now.,High
20,Female,BTech,3,10.7,4.0,10,8,6,8.8,9,10,1-2 times/week,Sometimes,Yes,Yes,3,Never,Yes,"Barely sleeping, so many deadlines and I feel like I'm falling behind.",High
18,Female,BCA,7,6.7,5.4,8,6,3,4.6,6,6,1-2 times/week,Rarely,Yes,Sometimes,7,Sometimes,Sometimes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
18,Male,BSc,2,4.8,7.5,5,4,3,7.0,4,5,3-5 times/week,Sometimes,Sometimes,Sometimes,6,Rarely,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
24,Prefer not to say,BTech,7,7.7,6.6,6,5,3,7.4,4,5,3-5 times/week,Rarely,Yes,Sometimes,7,Always,No,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
21,Prefer not to say,BCA,3,3.5,7.4,7,7,7,9.8,4,5,1-2 times/week,Often,Yes,Sometimes,6,Never,Sometimes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
22,Prefer not to say,BCA,7,7.0,7.1,7,5,3,3.1,5,4,Daily,Rarely,Sometimes,Yes,8,Often,Sometimes,There's some pressure with assignments but I still have social time.,Medium
21,Male,BTech,2,4.8,6.9,4,4,7,8.9,6,5,1-2 times/week,Never,Yes,Sometimes,5,Rarely,No,Mild headache from screen time. Trying to take breaks.,Medium
22,Female,BTech,6,3.7,7.4,8,6,5,4.0,7,6,1-2 times/week,Sometimes,Yes,No,5,Rarely,Yes,Some deadlines coming up but I'm handling them okay.,Medium
20,Female,BTech,5,6.6,7.0,7,5,3,6.5,7,5,1-2 times/week,Rarely,Sometimes,Yes,7,Rarely,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
21,Female,BSc,7,4.3,7.0,6,7,7,9.5,4,7,3-5 times/week,Often,Sometimes,Sometimes,4,Sometimes,Sometimes,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
18,Male,BTech,2,6.1,5.9,5,7,3,7.5,5,7,3-5 times/week,Often,Yes,No,4,Never,Sometimes,Sleep is slightly disturbed because of upcoming internals.,Medium
23,Male,BCA,7,5.5,7.0,4,4,5,9.7,5,4,1-2 times/week,Often,Sometimes,Sometimes,8,Often,No,Mild headache from screen time. Trying to take breaks.,Medium
22,Female,BTech,5,5.6,6.4,5,5,7,3.7,7,5,Never,Sometimes,Yes,Sometimes,5,Sometimes,Sometimes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
19,Male,BCom,1,3.9,6.2,6,7,3,4.4,7,4,Never,Sometimes,No,Sometimes,3,Always,No,Feeling slightly drained but a weekend break should help.,Medium
22,Female,BTech,7,4.6,7.3,5,4,8,6.5,7,5,Never,Often,No,Sometimes,6,Sometimes,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
19,Female,BCom,2,5.6,5.5,7,6,5,10.0,6,4,3-5 times/week,Sometimes,Sometimes,Yes,5,Sometimes,No,Some deadlines coming up but I'm handling them okay.,Medium
22,Prefer not to say,BSc,3,5.4,7.5,8,6,7,8.3,5,5,Never,Sometimes,No,Yes,6,Sometimes,Yes,Feeling slightly drained but a weekend break should help.,Medium
22,Male,BTech,3,8.0,6.7,8,7,6,5.1,5,6,1-2 times/week,Rarely,Sometimes,Sometimes,5,Sometimes,Sometimes,There's some pressure with assignments but I still have social time.,Medium
23,Male,BTech,6,5.8,5.4,8,5,4,8.1,4,4,1-2 times/week,Rarely,Sometimes,Yes,8,Sometimes,Yes,A little anxious about upcoming exams but trying to stay calm.,Medium
19,Male,BTech,8,7.7,6.7,4,5,6,3.7,6,7,3-5 times/week,Never,No,Sometimes,4,Rarely,No,Some deadlines coming up but I'm handling them okay.,Medium
18,Male,BCA,8,4.2,7.3,4,4,4,4.1,6,6,1-2 times/week,Rarely,No,Sometimes,6,Often,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
18,Male,BCom,4,5.0,6.4,7,8,5,6.5,6,5,Daily,Rarely,Sometimes,Sometimes,7,Rarely,Yes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
18,Male,BTech,6,3.4,6.2,6,5,6,6.8,6,7,3-5 times/week,Often,Yes,Yes,8,Sometimes,Yes,Some deadlines coming up but I'm handling them okay.,Medium
23,Prefer not to say,BTech,3,4.5,6.6,5,4,4,6.2,5,5,Daily,Sometimes,Sometimes,Sometimes,8,Rarely,No,Mild headache from screen time. Trying to take breaks.,Medium
23,Male,BCA,6,5.7,5.2,4,6,4,9.7,4,5,3-5 times/week,Often,Sometimes,Yes,4,Sometimes,No,There's some pressure with assignments but I still have social time.,Medium
20,Female,BSc,6,5.5,5.0,5,7,3,9.2,5,7,3-5 times/week,Rarely,Sometimes,Yes,7,Sometimes,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
18,Female,BCA,2,6.3,5.8,6,7,4,3.4,4,4,3-5 times/week,Sometimes,Sometimes,Yes,3,Rarely,Sometimes,Sleep is slightly disturbed because of upcoming internals.,Medium
21,Male,BSc,3,7.0,7.1,8,6,3,4.9,7,6,Never,Never,Yes,No,8,Always,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
19,Male,BCA,5,6.1,5.6,7,6,3,8.8,7,4,1-2 times/week,Often,No,Yes,7,Often,Sometimes,There's some pressure with assignments but I still have social time.,Medium
18,Male,BTech,3,3.1,5.6,6,8,7,8.8,5,5,3-5 times/week,Sometimes,Sometimes,Yes,6,Sometimes,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
19,Female,BCom,4,7.8,6.7,8,8,3,8.2,6,7,Never,Rarely,Yes,Sometimes,6,Often,No,There's some pressure with assignments but I still have social time.,Medium
18,Male,BCom,2,4.3,6.1,8,5,3,4.9,5,7,3-5 times/week,Often,No,Sometimes,6,Sometimes,Sometimes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
19,Male,BSc,5,5.7,7.4,4,6,8,7.2,5,6,Never,Never,Sometimes,Sometimes,8,Sometimes,Sometimes,Sleep is slightly disturbed because of upcoming internals.,Medium
21,Male,BTech,1,7.7,6.2,5,8,6,5.5,5,6,Daily,Sometimes,Yes,Sometimes,8,Always,No,A little anxious about upcoming exams but trying to stay calm.,Medium
21,Female,BTech,2,4.8,6.0,5,7,5,6.0,4,4,3-5 times/week,Rarely,Sometimes,Yes,6,Sometimes,No,Managing okay but feeling a bit overwhelmed with the workload at times.,Medium
24,Male,BCA,7,3.4,6.2,6,4,6,7.6,7,7,1-2 times/week,Rarely,Sometimes,No,3,Often,No,A little anxious about upcoming exams but trying to stay calm.,Medium
18,Female,BCom,7,6.1,6.2,8,8,7,10.0,7,7,3-5 times/week,Sometimes,No,Sometimes,8,Rarely,Sometimes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
20,Prefer not to say,BCom,3,5.3,6.5,5,4,3,9.8,7,5,1-2 times/week,Never,Sometimes,Sometimes,4,Often,No,Sleep is slightly disturbed because of upcoming internals.,Medium
19,Male,BTech,1,3.3,6.9,8,5,7,7.2,4,4,1-2 times/week,Sometimes,Yes,No,7,Sometimes,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
18,Female,BTech,4,6.2,7.4,7,8,6,9.5,6,4,3-5 times/week,Often,No,Sometimes,8,Sometimes,Sometimes,There's some pressure with assignments but I still have social time.,Medium
20,Female,BTech,7,5.4,6.0,7,7,6,9.4,4,7,1-2 times/week,Sometimes,Sometimes,No,3,Sometimes,Sometimes,There's some pressure with assignments but I still have social time.,Medium
19,Prefer not to say,BSc,3,6.8,5.6,4,5,8,7.6,4,4,1-2 times/week,Rarely,Sometimes,Sometimes,8,Sometimes,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
21,Female,BCA,3,7.1,6.4,8,5,3,7.5,7,4,Daily,Sometimes,Yes,Sometimes,8,Rarely,Sometimes,Sleep is slightly disturbed because of upcoming internals.,Medium
19,Male,BCA,4,7.5,6.7,5,5,4,6.1,4,7,1-2 times/week,Sometimes,Sometimes,Yes,8,Rarely,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
22,Female,BCom,7,7.7,6.0,4,4,8,9.1,6,7,3-5 times/week,Sometimes,Sometimes,Sometimes,8,Sometimes,Sometimes,Some deadlines coming up but I'm handling them okay.,Medium
19,Male,BCom,5,5.6,6.0,5,7,7,6.8,7,5,3-5 times/week,Rarely,Sometimes,No,4,Often,Sometimes,A little anxious about upcoming exams but trying to stay calm.,Medium
19,Female,BSc,1,5.0,7.1,4,4,6,6.8,7,7,Daily,Never,Yes,Sometimes,6,Rarely,Yes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
20,Female,BTech,8,6.9,5.2,6,8,7,7.2,5,5,1-2 times/week,Never,No,No,6,Never,Yes,Mild headache from screen time. Trying to take breaks.,Medium
23,Female,BTech,8,7.7,5.4,6,4,6,7.5,6,4,3-5 times/week,Often,Sometimes,Sometimes,5,Sometimes,Sometimes,"A bit stressed due to assignments and quizzes, but I think I can manage.",Medium
18,Male,BTech,1,3.9,5.4,5,4,6,3.4,4,6,3-5 times/week,Never,No,Sometimes,4,Always,Yes,Some deadlines coming up but I'm handling them okay.,Medium
18,Prefer not to say,BSc,8,7.0,5.4,8,8,4,7.1,6,5,1-2 times/week,Sometimes,Sometimes,Yes,6,Often,No,There's some pressure with assignments but I still have social time.,Medium
22,Prefer not to say,BCA,6,3.6,5.3,8,4,6,9.7,7,4,Never,Sometimes,Yes,Yes,4,Sometimes,Sometimes,Mild headache from screen time. Trying to take breaks.,Medium
18,Male,BTech,3,7.0,6.2,8,4,6,6.7,5,4,1-2 times/week,Often,No,No,4,Always,Yes,Sleep is slightly disturbed because of upcoming internals.,Medium
21,Male,BTech,5,4.4,7.1,8,7,4,9.3,5,6,1-2 times/week,Sometimes,Yes,No,7,Sometimes,No,There's some pressure with assignments but I still have social time.,Medium
20,Female,BTech,6,3.4,5.6,4,6,7,7.2,5,6,1-2 times/week,Sometimes,No,Sometimes,4,Rarely,No,There's some pressure with assignments but I still have social time.,Medium
21,Male,BTech,1,3.9,6.4,7,8,5,6.0,6,4,1-2 times/week,Rarely,Yes,Sometimes,8,Rarely,No,Sleep is slightly disturbed because of upcoming internals.,Medium
